% ----------------------------- 
%       Aurea Technology      - 
%    ChronoXea - Histogram    - 
% ----------------------------- 
% Date          : 18/12/25
% Time          : 12:14:34
% Channel       : 197905
% Bin width     : 13 ps
%
% Histo data (in ns):
% x    y
122.1740	1
122.1870	0
122.2000	0
122.2130	0
122.2260	0
122.2390	0
122.2520	1
122.2650	1
122.2780	5
122.2910	3
122.3040	2
122.3170	5
122.3300	1
122.3430	1
122.3560	6
122.3690	8
122.3820	5
122.3950	7
122.4080	10
122.4210	3
122.4340	8
122.4470	8
122.4600	6
122.4730	5
122.4860	3
122.4990	5
122.5120	6
122.5250	8
122.5380	6
122.5510	7
122.5640	5
122.5770	2
122.5900	7
122.6030	1
122.6160	4
122.6290	5
122.6420	2
122.6550	6
122.6680	2
122.6810	3
122.6940	5
122.7070	3
122.7200	5
122.7330	4
122.7460	2
122.7590	5
122.7720	4
122.7850	4
122.7980	6
122.8110	8
122.8240	6
122.8370	4
122.8500	7
122.8630	4
122.8760	2
122.8890	1
122.9020	3
122.9150	4
122.9280	2
122.9410	3
122.9540	5
122.9670	4
122.9800	3
122.9930	5
123.0060	5
123.0190	5
123.0320	2
123.0450	3
123.0580	7
123.0710	0
123.0840	5
123.0970	6
123.1100	4
123.1230	4
123.1360	3
123.1490	6
123.1620	6
123.1750	9
123.1880	4
123.2010	3
123.2140	7
123.2270	1
123.2400	12
123.2530	2
123.2660	1
123.2790	5
123.2920	7
123.3050	3
123.3180	11
123.3310	2
123.3440	2
123.3570	3
123.3700	7
123.3830	2
123.3960	5
123.4090	5
123.4220	2
123.4350	8
123.4480	5
123.4610	5
123.4740	10
123.4870	5
123.5000	3
123.5130	7
123.5260	4
123.5390	6
123.5520	6
123.5650	9
123.5780	4
123.5910	1
123.6040	6
123.6170	2
123.6300	6
123.6430	8
123.6560	5
123.6690	5
123.6820	2
123.6950	4
123.7080	7
123.7210	4
123.7340	3
123.7470	7
123.7600	8
123.7730	6
123.7860	4
123.7990	2
123.8120	4
123.8250	6
123.8380	5
123.8510	6
123.8640	5
123.8770	3
123.8900	4
123.9030	5
123.9160	7
123.9290	6
123.9420	4
123.9550	4
123.9680	7
123.9810	6
123.9940	7
124.0070	5
124.0200	0
124.0330	2
124.0460	6
124.0590	5
124.0720	9
124.0850	7
124.0980	3
124.1110	6
124.1240	6
124.1370	7
124.1500	7
124.1630	9
124.1760	4
124.1890	8
124.2020	6
124.2150	5
124.2280	8
124.2410	3
124.2540	4
124.2670	2
124.2800	6
124.2930	3
124.3060	9
124.3190	5
124.3320	5
124.3450	2
124.3580	6
124.3710	3
124.3840	1
124.3970	7
124.4100	3
124.4230	4
124.4360	5
124.4490	8
124.4620	1
124.4750	2
124.4880	3
124.5010	2
124.5140	2
124.5270	5
124.5400	3
124.5530	5
124.5660	1
124.5790	8
124.5920	6
124.6050	6
124.6180	5
124.6310	2
124.6440	3
124.6570	4
124.6700	4
124.6830	3
124.6960	3
124.7090	10
124.7220	2
124.7350	7
124.7480	7
124.7610	6
124.7740	7
124.7870	6
124.8000	8
124.8130	3
124.8260	5
124.8390	5
124.8520	5
124.8650	8
124.8780	4
124.8910	1
124.9040	4
124.9170	7
124.9300	6
124.9430	6
124.9560	6
124.9690	7
124.9820	4
124.9950	7
125.0080	7
125.0210	6
125.0340	5
125.0470	5
125.0600	3
125.0730	7
125.0860	8
125.0990	4
125.1120	3
125.1250	5
125.1380	7
125.1510	5
125.1640	5
125.1770	1
125.1900	7
125.2030	3
125.2160	8
125.2290	7
125.2420	7
125.2550	6
125.2680	8
125.2810	4
125.2940	3
125.3070	5
125.3200	4
125.3330	3
125.3460	5
125.3590	3
125.3720	5
125.3850	3
125.3980	3
125.4110	6
125.4240	5
125.4370	11
125.4500	10
125.4630	9
125.4760	6
125.4890	3
125.5020	5
125.5150	6
125.5280	3
125.5410	3
125.5540	3
125.5670	2
125.5800	3
125.5930	6
125.6060	5
125.6190	3
125.6320	1
125.6450	10
125.6580	4
125.6710	3
125.6840	8
125.6970	4
125.7100	5
125.7230	0
125.7360	4
125.7490	9
125.7620	8
125.7750	7
125.7880	3
125.8010	4
125.8140	7
125.8270	7
125.8400	6
125.8530	9
125.8660	5
125.8790	7
125.8920	8
125.9050	2
125.9180	2
125.9310	2
125.9440	8
125.9570	4
125.9700	2
125.9830	7
125.9960	7
126.0090	5
126.0220	0
126.0350	7
126.0480	4
126.0610	7
126.0740	1
126.0870	3
126.1000	5
126.1130	1
126.1260	6
126.1390	3
126.1520	6
126.1650	7
126.1780	7
126.1910	4
126.2040	4
126.2170	3
126.2300	3
126.2430	8
126.2560	2
126.2690	8
126.2820	5
126.2950	6
126.3080	2
126.3210	8
126.3340	5
126.3470	6
126.3600	4
126.3730	3
126.3860	2
126.3990	7
126.4120	3
126.4250	6
126.4380	4
126.4510	4
126.4640	6
126.4770	8
126.4900	2
126.5030	8
126.5160	6
126.5290	2
126.5420	9
126.5550	4
126.5680	4
126.5810	6
126.5940	12
126.6070	7
126.6200	4
126.6330	5
126.6460	3
126.6590	4
126.6720	6
126.6850	1
126.6980	2
126.7110	5
126.7240	5
126.7370	2
126.7500	5
126.7630	6
126.7760	2
126.7890	10
126.8020	7
126.8150	5
126.8280	4
126.8410	2
126.8540	4
126.8670	2
126.8800	6
126.8930	6
126.9060	5
126.9190	3
126.9320	12
126.9450	5
126.9580	4
126.9710	1
126.9840	11
126.9970	5
127.0100	4
127.0230	2
127.0360	8
127.0490	4
127.0620	7
127.0750	2
127.0880	2
127.1010	6
127.1140	4
127.1270	5
127.1400	3
127.1530	2
127.1660	4
127.1790	3
127.1920	5
127.2050	1
127.2180	5
127.2310	5
127.2440	6
127.2570	3
127.2700	1
127.2830	4
127.2960	11
127.3090	4
127.3220	5
127.3350	4
127.3480	7
127.3610	10
127.3740	4
127.3870	6
127.4000	2
127.4130	6
127.4260	5
127.4390	5
127.4520	10
127.4650	5
127.4780	4
127.4910	7
127.5040	4
127.5170	4
127.5300	5
127.5430	7
127.5560	5
127.5690	8
127.5820	4
127.5950	4
127.6080	9
127.6210	6
127.6340	7
127.6470	4
127.6600	5
127.6730	3
127.6860	4
127.6990	3
127.7120	2
127.7250	7
